id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
33912010,https://www.airbnb.com/rooms/33912010,20250323161203,2025-03-24,previous scrape,Thousands of Shops and Restaurant at Doorstep 2F,"Independent 1BR apt. for a couple and kids in Kichijoji - voted best for decades. Surrounded by thousands of shops with a park in front, it is just 4 minutes' walk from Kichijoji Station/Limousine stop from Haneda. <br />The unit (35 s.m.) is located on the 2nd floor. Two beds in a BR and two sofas(1 soforabed) in another room. Completely-furnished with a separate kitchen and a store room. No extra charges. Always 5 stars by guests without exception. Enjoy your stay in the best town in Tokyo.",Kichijoji Theater<br />Inokashira Park<br />Mitaka Ghibli Museum<br />Harmonica Alley<br />Sun Road Shopping Street,https://a0.muscache.com/pictures/b94cc3a9-f123-45d3-8e04-22fad159921d.jpg,32559975,https://www.airbnb.com/users/show/32559975,Tsukasa,2015-05-04,"Numazu, Japan","As a superhost for years, the best care and facilities will be offered from me. I myself have spent totally a few decades in Europe, India, Malaysia, Singapore, and many other places in the world in the past 5 decades or more, I am a highly experienced traveller and knows what you need in abroad.  Come with your personal belongings and enjoy your stay. Amazing views of sunset in the Bay and snow-covered Mt. Fuji are expected from the windows.",within a day,1.0,0.94,t,https://a0.muscache.com/im/pictures/user/5ac9124a-a86e-4708-a2e9-f07a378899dc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ac9124a-a86e-4708-a2e9-f07a378899dc.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,"Musashino, Tokyo Prefecture, Japan",Musashino Shi,,35.704128,139.584183,Private room in rental unit,Private room,3,,1 private bath,,,"[""Apogee sound system"", ""Ethernet connection"", ""Smoke alarm"", ""Dryer"", ""Bed linens"", ""Outdoor playground"", ""Ceiling fan"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Hangers"", ""Heating"", ""Toaster"", ""Long term stays allowed"", ""Laundromat nearby"", ""Exterior or entryway security camera present"", ""Clothing storage: walk-in closet"", ""Record player"", ""Free washer \u2013 In building"", ""Children\u2019s dinnerware"", ""Microwave"", ""Bidet"", ""Freezer"", ""Rice maker"", ""Dining table"", ""Coffee"", ""Wine glasses"", ""55 inch HDTV"", ""Fire extinguisher"", ""Private living room"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Shampoo"", ""Private entrance"", ""Extra pillows and blankets"", ""Blender"", ""Host greets you"", ""Refrigerator"", ""KAO conditioner"", ""Bathtub"", ""Room-darkening shades"", ""Dedicated workspace"", ""Children\u2019s bikes"", ""Kitchen"", ""Stove"", ""Bikes"", ""Lock on bedroom door"", ""Shower gel"", ""Iron"", ""KAO body soap"", ""Hot water"", ""Hot water kettle"", ""Essentials"", ""Coffee maker"", ""Dishes and silverware"", ""Window AC unit"", ""First aid kit"", ""Books and reading material"", ""Paid parking lot off premises"", ""Wifi"", ""Cleaning products""]",,4,730,4.0,4.0,730.0,730.0,4.0,730.0,,t,0,7,37,150,2025-03-24,24,6,0,119,6,48,,2020-02-08,2024-08-15,5.0,4.92,4.92,5.0,5.0,5.0,4.88,M130015672,f,3,0,3,0,0.38
34124984,https://www.airbnb.com/rooms/34124984,20250323161203,2025-03-23,city scrape,Thousands of Restaurants and Shops on Doorstep 3F,"Independent studio for a couple and a kid in Kichijoji - voted best for decades. Surrounded by thousands of shops with a park in front, it is just 4 minutes' walk from Kichijoji Station/Limousine stop from Haneda. <br />The unit (25 s.m + veranda 10 s.m) is located on the top floor. Two single beds and a sofa-bed for a kid. Fully furnished with everything and has well-equipped kitchen, too. No extra charges. Always 5 stars by guests without exception. Enjoy your stay in the best town in Tokyo.",Kichijoji Theater<br />Inokashira Park<br />Mitaka Ghibli Museum<br />Harmonica Alley<br />Sun Road Shopping Street,https://a0.muscache.com/pictures/85b40ce0-72c7-48f5-85e9-91260e4b6552.jpg,32559975,https://www.airbnb.com/users/show/32559975,Tsukasa,2015-05-04,"Numazu, Japan","As a superhost for years, the best care and facilities will be offered from me. I myself have spent totally a few decades in Europe, India, Malaysia, Singapore, and many other places in the world in the past 5 decades or more, I am a highly experienced traveller and knows what you need in abroad.  Come with your personal belongings and enjoy your stay. Amazing views of sunset in the Bay and snow-covered Mt. Fuji are expected from the windows.",within a day,1.0,0.94,t,https://a0.muscache.com/im/pictures/user/5ac9124a-a86e-4708-a2e9-f07a378899dc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ac9124a-a86e-4708-a2e9-f07a378899dc.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,"Musashino, Tokyo Prefecture, Japan",Musashino Shi,,35.704613,139.584183,Private room in rental unit,Private room,3,1.0,1 private bath,1.0,3.0,"[""Portable fans"", ""Ethernet connection"", ""Smoke alarm"", ""Bed linens"", ""TV"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Hangers"", ""Heating"", ""Toaster"", ""Long term stays allowed"", ""Laundromat nearby"", ""Children\u2019s dinnerware"", ""Microwave"", ""Freezer"", ""Bidet"", ""Rice maker"", ""Dining table"", ""Air conditioning"", ""Wine glasses"", ""Private patio or balcony"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Shampoo"", ""Bluetooth sound system"", ""Extra pillows and blankets"", ""Host greets you"", ""Refrigerator"", ""Bathtub"", ""Body soap"", ""Dedicated workspace"", ""Kitchen"", ""Stove"", ""Bikes"", ""Dryer \u2013 In building"", ""Iron"", ""Hot water"", ""Hot water kettle"", ""Free washer \u2013 In unit"", ""Essentials"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Books and reading material"", ""Wifi"", ""Conditioner"", ""Cleaning products""]",11400.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,,t,0,8,21,206,2025-03-23,69,18,2,129,18,144,1641600.0,2019-06-20,2025-03-18,4.96,4.94,4.9,4.96,4.97,4.94,4.88,M130015672,f,3,0,3,0,0.98
34578146,https://www.airbnb.com/rooms/34578146,20250323161203,2025-03-24,city scrape,Nishi-Ogikubo 2 Bedroom Type-C1  3F,This is a cozy 2BR apartment. The master bedroom has two semi-double beds. The second bedroom has one single room. The dining area has a dining table that seats 4 people and a fully equipped kitchen. Free  Wi-Fi is available in this apartment.<br />The apartment is only a 3 minute walk from JR Nishi-Ogikubo station. A 24/7 supermarket is nearby.,"Nishi-Ogikubo is a quiet, safe, and peaceful neighborhood where you almost forget you are only a few minutes away from the hustle and bustle of the big city of Tokyo. The town is well-known for its numerous antique shops, unique cafes, and secondhand book stores, providing entertainment for all generations. There are also some parks around the neighborhood such as Zenpukuji Park and Inokashira Park. They are both famous for cherry blossom viewing and their autumn leaves. Also, just a 10-minute walk from the station there is a shrine that is believed to be a spiritual place where you can gain benefits from a mystical force.",https://a0.muscache.com/pictures/4e8dcfd2-5638-4f5e-82d0-34760d769c07.jpg,18776800,https://www.airbnb.com/users/show/18776800,è¿‘è—¤,2014-07-24,"Tokyo, Japan","We have been renting out our apartments to travelers since 2006.  Many travelers from all over the world have chosen our apartments, and many of them became repeaters. 
We proudly provide quality rooms in prime locations. We are confident that your choice will meet more than your expectations. 
We are always pleased to serve you throughout the booking process and during your stay.
We are really looking forward to seeing you in TOKYO!!",within a day,1.0,0.94,t,https://a0.muscache.com/im/pictures/user/396ce181-4ddd-456b-8223-cf5cda12ebef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/396ce181-4ddd-456b-8223-cf5cda12ebef.jpg?aki_policy=profile_x_medium,Shibuya District,20,21,"['email', 'phone']",t,t,"Suginami City, TÅkyÅ-to, Japan",Suginami Ku,,35.70514,139.59879,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Smoke alarm"", ""Bed linens"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Hair dryer"", ""Shampoo"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Kitchen"", ""Elevator"", ""Washer"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Wifi""]",22050.0,3,90,3.0,3.0,90.0,90.0,3.0,90.0,,t,0,4,7,180,2025-03-24,18,7,0,180,7,42,926100.0,2019-06-29,2025-01-04,4.67,4.78,4.61,5.0,4.89,4.78,4.5,M130016350,f,20,20,0,0,0.26
34217590,https://www.airbnb.com/rooms/34217590,20250323161203,2025-03-24,city scrape,Shinjuku Inn/ 2min walk to 3statins/ Wifi/ Private,"Kitchen utensils, refrigerator, microwave oven, washing machine, iron and electric pod, it is equipped with all you need for a stay in Tokyo.<br />There is one semi-double bed, and there is an extra futon allowing room to sleep for one more person.<br />Shampoo, body soap, toothbrush and towels are available.<br /><br />Please check out following link.<br />https://onarimon-eng.localinfo.jp","Shinjuku is the biggest station in Japan.<br /><br />It is in the downtown area ""Kabukicho"" which is the most prosperous city in Tokyo, you can quickly go to various stimulating spots.<br /><br />Everything you need for short-term or long-term stays is complete so you can spend comfortably.",https://a0.muscache.com/pictures/aebed57f-e79d-478c-8aac-0c4044a43a93.jpg,70669885,https://www.airbnb.com/users/show/70669885,George,2016-05-06,"Kawasaki, Japan",,within a day,0.5,0.89,f,https://a0.muscache.com/im/pictures/user/d25198b6-3b19-4604-b31b-9f0af2b4d91a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d25198b6-3b19-4604-b31b-9f0af2b4d91a.jpg?aki_policy=profile_x_medium,Shinjuku,1,1,"['email', 'phone']",t,t,"Shinjuku City, TÅkyÅ-to, Japan",Shinjuku Ku,,35.69778,139.70341,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Cooking basics"", ""Bed linens"", ""Hangers"", ""Heating"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Drying rack for clothing"", ""AC - split type ductless system"", ""Microwave"", ""Freezer"", ""Self check-in"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Gas stove"", ""Shampoo"", ""Extra pillows and blankets"", ""Host greets you"", ""Refrigerator"", ""Smoking allowed"", ""Body soap"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Kitchen"", ""Lockbox"", ""Elevator"", ""Hot water"", ""Hot water kettle"", ""Free washer \u2013 In unit"", ""Essentials"", ""32 inch TV with Chromecast"", ""Dishes and silverware"", ""Wifi"", ""Conditioner"", ""Cleaning products""]",12750.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,10,28,45,285,2025-03-24,16,10,1,203,8,60,765000.0,2019-06-23,2025-03-01,4.44,4.56,4.06,4.75,4.63,4.81,4.44,M130015967,f,1,1,0,0,0.23
34925874,https://www.airbnb.com/rooms/34925874,20250323161203,2025-03-24,city scrape,Tokyo Ikebukuro 5LDK Design Big 3Floor House 9min,"Providing you a beautiful and luxury accommodation, your satisfaction and wonderfulsmile and great memory in Japan is the best gifts for us......Welcome big Family Groups ......Beautiful house located in JR Yamanote Line /Ikebukuro Station/ East Exit 8mins walk. 3rd floor (2 bed rooms),2nd floor( Dining Room + living Room +Toilet+Tatami ),1st floor ( 1 room +Bath room +Toilet).Ikebukuro is a main station, 5 lines can be used , very convenience, a bunch of shops. Amazing place and amazing house.","The east exit of Ikebukuro where you can enjoy department stores, specialty shops, and restaurants, but the house is a 9-minute walk from a commercial area like this.It is a three-story house in a quiet residential area with easy access to the station.Relax from your travels in a large space of 140 ãŽ¡ with a large garage, and relax with your friends.",https://a0.muscache.com/pictures/61c7c95f-f808-48ca-96fc-158892ff38a4.jpg,258890708,https://www.airbnb.com/users/show/258890708,Wei,2019-04-30,"Toshima City, Japan",ï½¢ä»–è€…ã®æ—¥å¸¸ï½£ã‚’ï½ºï¾ï½¾ï¾Œï¾Ÿï¾„ã«ï½¤æ§˜ã€…ãªæ—…ã‚’æ¥½ã—ã‚€ï½¡æ—…ï½¤äººã€…ã¨ã®äº¤æµã‚’é€šã—ã¦ï½¤ä»–è€…ã‚’çŸ¥ã‚Šï½¤è‡ªåˆ†ã‚’ã‚ˆã‚Šè±Šã‹ã«ã—ç¶šã‘ã‚ˆã†ã¨è€ƒãˆã‚‹ï½¡æ–‡åŒ–ä½“é¨“ã‚’ä¸­å¿ƒã¨ã™ã‚‹æ—…ï½¤ï½¸ï¾—ï½¼ï½¯ï½¸ã¨JAZZãŒå¥½ãï½¤ï½±ï¾ï¾ƒï½¨ï½°ï½¸å®¶å…·ã‚„LPï¾šï½ºï½°ï¾„ï¾žãªã©ã®ï½ºï¾šï½¸ï½¼ï½®ï¾ã‚’è¶£å‘³ã¨ã—ã¦ã„ã‚‹ï½¡,within a day,1.0,0.97,f,https://a0.muscache.com/im/pictures/user/1a747dd5-2b77-4c83-9af7-d2c46604cc9c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a747dd5-2b77-4c83-9af7-d2c46604cc9c.jpg?aki_policy=profile_x_medium,Toshima District,1,1,"['email', 'phone']",t,t,"Toshima City, TÅkyÅ-to, Japan",Toshima Ku,,35.73493,139.71815,Entire home,Entire home/apt,13,1.5,1.5 baths,5.0,10.0,"[""Smoke alarm"", ""Cooking basics"", ""Dryer"", ""Dishwasher"", ""Oven"", ""Luggage dropoff allowed"", ""Hangers"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Bread maker"", ""Microwave"", ""Air conditioning"", ""Self check-in"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Shampoo"", ""Private entrance"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Shared hot tub"", ""Lockbox"", ""Washer"", ""Shower gel"", ""Iron"", ""36 inch TV with standard cable"", ""Hot water"", ""Hot water kettle"", ""Essentials"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Wifi""]",32922.0,1,90,1.0,1.0,90.0,90.0,1.0,90.0,,t,0,0,0,0,2025-03-24,133,27,3,0,23,162,5333364.0,2019-06-17,2025-03-23,4.81,4.79,4.59,4.88,4.86,4.68,4.71,M130016103,f,1,1,0,0,1.89
35325433,https://www.airbnb.com/rooms/35325433,20250323161203,2025-03-24,city scrape,ç«‹åœ°æœ€é«˜ï¼é§…è¿‘ãƒ»è²·ã„ç‰©ä¾¿åˆ©ï¼æ”¹è£…ã—ãŸã°ã‹ã‚Šã®ç¶ºéº—ãªå’Œå®¤ã§ã™ã€‚105,"Some Japanese-style rooms.(It is about 8 square meters, except for the bath and toilet.) You can switch as a living room and bedroom by laying out traditional Japanese futons.(The futon is firmer than a regular western style bed.)<br /><br />5 minutes walk to the nearest station.""Don Quijote"" (open 24 hours) 2 minutes on foot, convenience stores, restaurants and many more.",10 minutes' walk to the most famous photo spots of Kabukicho.<br />Close to the Korean town.There are many Korean cosmetics and Korean restaurants.,https://a0.muscache.com/pictures/4048ba2c-8ecc-469b-9704-0c837673506c.jpg,254667806,https://www.airbnb.com/users/show/254667806,æ–°æ±æ˜Ž,2019-04-10,,,within a day,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/823437ba-8c71-4466-9f07-2331e54b7d93.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/823437ba-8c71-4466-9f07-2331e54b7d93.jpg?aki_policy=profile_x_medium,Shinjuku District,6,16,"['email', 'phone']",t,t,"Shinjuku City, TÅkyÅ-to, Japan",Shinjuku Ku,,35.69813,139.70472,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Private entrance"", ""Smoke alarm"", ""Dryer"", ""TV"", ""Shampoo"", ""Wifi"", ""Essentials"", ""Air conditioning"", ""Elevator"", ""Lockbox"", ""Hangers"", ""Heating"", ""Self check-in"", ""Fire extinguisher"", ""Kitchen"", ""Hair dryer"", ""Washer""]",12343.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,,t,0,0,0,36,2025-03-24,88,29,0,36,34,174,2147682.0,2019-06-10,2025-01-04,4.77,4.74,4.88,4.59,4.81,4.81,4.67,M130032796,f,6,6,0,0,1.25
35326244,https://www.airbnb.com/rooms/35326244,20250323161203,2025-03-24,city scrape,ç«‹åœ°æœ€é«˜ï¼é§…è¿‘ãƒ»è²·ã„ç‰©ä¾¿åˆ©ï¼æ”¹è£…ã—ãŸã°ã‹ã‚Šã®ç¶ºéº—ãªå’Œå®¤ã§ã™ã€‚104,"Some Japanese-style rooms.(It is about 8 square meters, except for the bath and toilet.) You can switch as a living room and bedroom by laying out traditional Japanese futons.(The futon is firmer than a regular western style bed.)<br /><br />5 minutes walk to the nearest station.""Don Quijote"" (open 24 hours) 2 minutes on foot, convenience stores, restaurants and many more.",10 minutes' walk to the most famous photo spots of Kabukicho.<br />Close to the Korean town.There are many Korean cosmetics and Korean restaurants.,https://a0.muscache.com/pictures/2cf3efb9-405b-4af8-ba06-83e9b71b7530.jpg,254667806,https://www.airbnb.com/users/show/254667806,æ–°æ±æ˜Ž,2019-04-10,,,within a day,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/823437ba-8c71-4466-9f07-2331e54b7d93.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/823437ba-8c71-4466-9f07-2331e54b7d93.jpg?aki_policy=profile_x_medium,Shinjuku District,6,16,"['email', 'phone']",t,t,"Shinjuku City, TÅkyÅ-to, Japan",Shinjuku Ku,,35.6988,139.70541,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Smoke alarm"", ""Dryer"", ""TV"", ""Hangers"", ""Heating"", ""Microwave"", ""Air conditioning"", ""Self check-in"", ""Fire extinguisher"", ""Mini fridge"", ""Hair dryer"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Lockbox"", ""Elevator"", ""Washer"", ""Hot water kettle"", ""Essentials"", ""Wifi""]",12343.0,2,180,1.0,2.0,180.0,180.0,2.0,180.0,,t,0,4,4,66,2025-03-24,101,27,0,66,27,162,1999566.0,2019-06-29,2025-01-13,4.59,4.61,4.86,4.43,4.81,4.78,4.54,M130015897,f,6,6,0,0,1.45
36086604,https://www.airbnb.com/rooms/36086604,20250323161203,2025-03-24,city scrape,ç«‹åœ°æœ€é«˜ï¼é§…è¿‘ãƒ»è²·ã„ç‰©ä¾¿åˆ©ï¼æ”¹è£…ã—ãŸã°ã‹ã‚Šã®ç¶ºéº—ãªå’Œå®¤ã§ã™ã€‚103,"Some Japanese-style rooms.(It is about 8 square meters, except for the bath and toilet.) You can switch as a living room and bedroom by laying out traditional Japanese futons.(The futon is firmer than a regular western style bed.)<br /><br />5 minutes walk to the nearest station.""Don Quijote"" (open 24 hours) 2 minutes on foot, convenience stores, restaurants and many more.",10 minutes' walk to the most famous photo spots of Kabukicho.<br />Close to the Korean town.There are many Korean cosmetics and Korean restaurants.,https://a0.muscache.com/pictures/36031b27-aa46-4be7-b5a9-d130888ecdeb.jpg,254667806,https://www.airbnb.com/users/show/254667806,æ–°æ±æ˜Ž,2019-04-10,,,within a day,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/823437ba-8c71-4466-9f07-2331e54b7d93.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/823437ba-8c71-4466-9f07-2331e54b7d93.jpg?aki_policy=profile_x_medium,Shinjuku District,6,16,"['email', 'phone']",t,t,"Shinjuku-ku, TÅkyÅ-to, Japan",Shinjuku Ku,,35.69997,139.70387,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Dryer"", ""TV"", ""Hangers"", ""Heating"", ""Microwave"", ""Air conditioning"", ""Self check-in"", ""Fire extinguisher"", ""Mini fridge"", ""Hair dryer"", ""Washer \u2013\u00a0In building"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Lockbox"", ""Elevator"", ""Shower gel"", ""Essentials"", ""Wifi""]",12343.0,2,180,2.0,2.0,180.0,180.0,2.0,180.0,,t,6,6,6,43,2025-03-24,105,25,0,43,27,150,1851450.0,2019-07-14,2025-01-19,4.69,4.71,4.76,4.7,4.78,4.77,4.67,M130015884,f,6,6,0,0,1.51
36126030,https://www.airbnb.com/rooms/36126030,20250323161203,2025-03-24,city scrape,Monthly Rentals Apt. Near Kagurazaka Area 6F,"Long-term rentals  is available!<br />Quiet bright Southern facing new condominium (12 years) only 3 minutes walk from Oedo line Ushigome Yanagicho West Exit (E-04), 2 stops from Shinjuku and walking distance to Kagurazaka shopping and restaurant street or 1 stop! Have an elevator.<br /><br />Our condo is a residential building and check-in must be by 10:00pm due to the building policy. <br /><br />We have another listing rooms at the same building (10th floor and 11th floor).","There are 3 different sizes of grocery stores, drug stores, Daiso (100 YEN SHOP) and Family Mart (convenient store) around our condo.<br /><br />1. ã‚ˆã—ã‚„ SainE  <br />Close to Ushigome Yanagicho station<br />Hours: 9:30am - 22:30<br /><br />2. ã¾ã„ã°ã™ã‘ã£ã¨(My Basket)  <small> <br />2 minutes away from our condo (opposite direction to the station)<br />Hours: 8:00am -24:00 / 7 days a week<br /><br />3. Life  <big><br />6 minutes away from our condo. The same direction to ã¾ã„ã°ã™ã‘ã£ã¨ (My basket)<br />Beside Wakamatsu Kawada Station.<br />Hours: 9:30am -24:00 / 7 days a week<br /><br />There are Hamburger shop (Mos Burger) Cafe, YAKINIKU (Korean BBQ) , Korean, Italian restaurants around Wakmatsu Kawada station (6 minutes walk from our apartment).",https://a0.muscache.com/pictures/b8bff761-f24d-4d71-981d-4a27738905d6.jpg,233431144,https://www.airbnb.com/users/show/233431144,Asako,2018-12-30,"Tokyo, Japan",,within a day,1.0,0.97,t,https://a0.muscache.com/im/pictures/user/7d35a8e3-ea05-4688-9fc6-1b06bc608290.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d35a8e3-ea05-4688-9fc6-1b06bc608290.jpg?aki_policy=profile_x_medium,Shinjuku District,6,6,"['email', 'phone']",t,t,"Shinjuku-ku, TÅkyÅ-to, Japan",Shinjuku Ku,,35.70028,139.72441,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Smoke alarm"", ""Cooking basics"", ""Dryer"", ""Bed linens"", ""TV"", ""Oven"", ""Coffee maker: Nespresso"", ""Hangers"", ""Heating"", ""Long term stays allowed"", ""Exterior or entryway security camera present"", ""Microwave"", ""Freezer"", ""Rice maker"", ""Bidet"", ""Air conditioning"", ""Self check-in"", ""Wine glasses"", ""Private patio or balcony"", ""DOVE conditioner"", ""Safe"", ""Hair dryer"", ""Gas stove"", ""Private entrance"", ""Extra pillows and blankets"", ""Refrigerator"", ""Clothing storage: walk-in closet and wardrobe"", ""Bathtub"", ""Room-darkening shades"", ""Dedicated workspace"", ""DOVE body soap"", ""Kitchen"", ""Lockbox"", ""DOVE shampoo"", ""Washer"", ""Elevator"", ""Iron"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Wifi"", ""Cleaning products""]",24000.0,31,365,31.0,31.0,365.0,365.0,31.0,365.0,,t,1,25,55,330,2025-03-24,1,0,0,248,0,0,0.0,2019-10-10,2019-10-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M130014544,f,6,6,0,0,0.02
37063861,https://www.airbnb.com/rooms/37063861,20250323161203,2025-03-23,city scrape,Nishi-Ogikubo 1 Bedroom Studio Type-C 6F,"This apartment has a bedroom and dining kitchen. This is best-suited for solo travelers and couples. The bedroom is furnished with a double bed, TV and table. The kitchen and dining space have a refrigerator, microwave, gas stoves and cookware. And all other necessities are provided, such as washing machine, hair dryer, etc. <br />There is a Wi-Fi and all the rooms are air-conditioned. Toilet and shower are separated.","Nishi-Ogikubo is a quiet, safe, and peaceful neighborhood where you almost forget you are only a few minutes away from the hustle and bustle of the big city of Tokyo. The town is well-known for its numerous antique shops, unique cafes, and secondhand book stores, providing entertainment for all generations. There are also some parks around the neighborhood such as Zenpukuji Park and Inokashira Park. They are both famous for cherry blossom viewing and their autumn leaves. Also, just a 10-minute walk from the station there is a shrine that is believed to be a spiritual place where you can gain benefits from a mystical force.",https://a0.muscache.com/pictures/7159813a-f623-4ac0-ae50-cbfd26f8ea62.jpg,18776800,https://www.airbnb.com/users/show/18776800,è¿‘è—¤,2014-07-24,"Tokyo, Japan","We have been renting out our apartments to travelers since 2006.  Many travelers from all over the world have chosen our apartments, and many of them became repeaters. 
We proudly provide quality rooms in prime locations. We are confident that your choice will meet more than your expectations. 
We are always pleased to serve you throughout the booking process and during your stay.
We are really looking forward to seeing you in TOKYO!!",within a day,1.0,0.94,t,https://a0.muscache.com/im/pictures/user/396ce181-4ddd-456b-8223-cf5cda12ebef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/396ce181-4ddd-456b-8223-cf5cda12ebef.jpg?aki_policy=profile_x_medium,Shibuya District,20,21,"['email', 'phone']",t,t,"Suginami City, Tokyo Prefecture, Japan",Suginami Ku,,35.70433,139.59883,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Smoke alarm"", ""Cooking basics"", ""Bed linens"", ""Housekeeping available from 10:30\u202fAM to 3:30\u202fPM - available at extra cost"", ""Hangers"", ""LUX conditioner"", ""Heating"", ""Toaster"", ""Long term stays allowed"", ""Microwave"", ""Freezer"", ""Rice maker"", ""Air conditioning"", ""42 inch TV with Amazon Prime Video, Netflix"", ""Self check-in"", ""Fire extinguisher"", ""Hair dryer"", ""Shampoo"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""Dedicated workspace"", ""Kitchen"", ""Stove"", ""Lockbox"", ""Elevator"", ""Hot water"", ""Hot water kettle"", ""Free washer \u2013 In unit"", ""Essentials"", ""Dishes and silverware"", ""Wifi""]",17936.0,3,90,3.0,3.0,90.0,90.0,3.0,90.0,,t,5,21,51,213,2025-03-23,17,2,0,213,3,12,215232.0,2019-08-23,2024-06-03,4.88,4.88,4.94,4.94,4.94,4.76,4.82,M130018589,f,20,20,0,0,0.25
